;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
7041;Graines de chia;Amérique du Sud;Cereals and potatoes;Cereals;-2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:chia;https://images.openfoodfacts.org/images/products/506/034/699/0286/front_en.13.400.jpg;0.0;1173.88;0.569;;21.0;0.0;30.0;0.007;33.0;0.007999999821186;3.47;A
7042;Activia Blueberry & Acai;;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;https://images.openfoodfacts.org/images/products/506/036/050/0508/front_en.8.400.jpg;;333.8;0.12;;3.4;12.5;3.5;0.000385;0.76;0.056;2.3;C
7043;Danio Cherry;;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:yoghurts-high-in-protein-on-a-fruit-layer;https://images.openfoodfacts.org/images/products/506/036/050/0768/front_en.7.400.jpg;;349.0;0.111;;7.9;11.5;0.2;0.011527;0.2;0.04;0.1;A
7044;Huel Powder v2.3 - Vanilla Flavour;;Composite foods;One-dish meals;-6.0;en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:dried-meals,en:meal-replacements,en:powdered-food;https://images.openfoodfacts.org/images/products/506/049/511/1006/front_en.10.400.jpg;5.0;899.2;0.2;;29.5;1.2;13.1;0.0078;7.7;0.28;2.3;A
7045;Hot & Savoury v1.0: Korma;;Composite foods;One-dish meals;6.0;en:meals,en:meal-replacements;https://images.openfoodfacts.org/images/products/506/049/511/6810/front_en.13.400.jpg;4.0;1773.0;0.274;4.2e-06;26.0;6.2;14.0;0.0046;8.9;0.4;7.4;C
7046;Lait en poudre écrémé;;Milk and dairy products;Milk and yogurt;9.0;en:beverages,en:dairies,en:dried-products,en:milks,en:dried-products-to-be-rehydrated,en:dehydrated-beverages,en:skimmed-milks,en:milk-powders;https://images.openfoodfacts.org/images/products/510/025/985/7983/front_fr.4.400.jpg;0.0;1526.0;1.23;;36.0;52.0;0.8;0.006219;0.0;0.44;0.5;C
7047;Fage Total;;Milk and dairy products;Milk and yogurt;-5.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,it:yogurt-greco-bianco;https://images.openfoodfacts.org/images/products/520/105/401/5667/front.3.400.jpg;0.0;202.6;0.12;;10.3;3.0;0.0;0.001727;0.3;0.04;0.0;A
7048;FAGE Total 0%;;Milk and dairy products;Milk and yogurt;-5.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-style-yogurts;https://images.openfoodfacts.org/images/products/520/105/401/5681/front_en.41.400.jpg;0.0;202.6;0.12;;10.3;3.0;0.0;0.001727;0.3;0.04;0.0;A
7049;Fage total 0% Greek yogurt;;Milk and dairy products;Milk and yogurt;-5.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-style-yogurts;https://images.openfoodfacts.org/images/products/520/105/401/6305/front_en.21.400.jpg;0.0;202.6;0.12;;10.3;3.0;0.0;0.001727;0.3;0.04;0.0;A
7050;Yogurt total 0% grassi;Unione europea;unknown;unknown;-5.0;en:produits-fermentes,en:produits-laitiers,en:produits-laitiers-fermentes,en:yaourts,en:yaourts-a-la-grecque;https://images.openfoodfacts.org/images/products/520/105/401/6503/front_fr.21.400.jpg;;202.6;0.12;;10.3;3.0;0.0;0.001727;0.3;0.04;0.0;A
7051;Fruyo Ciliegia;;Milk and dairy products;Milk and yogurt;-4.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-style-yogurts;https://images.openfoodfacts.org/images/products/520/105/403/5320/front_it.3.400.jpg;0.0;722.6;9.6e-05;;8.3;7.6;0.0;0.0007226;2.22;0.032;0.0;A
7052;;;unknown;unknown;-4.0;it:yogurt-greco-al-caffe;https://images.openfoodfacts.org/images/products/520/105/403/5412/front_it.31.400.jpg;0.0;722.6;9.6e-05;;8.3;7.6;0.0;0.001749;2.22;0.04;0.0;A
7053;Fruyo stracciatella;;Milk and dairy products;Milk and yogurt;-2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,it:yogurt-greco-con-cioccolato;https://images.openfoodfacts.org/images/products/520/105/403/6426/front_fr.4.400.jpg;;847.0;0.096;;8.4;8.7;1.8;0.003587;2.16;0.036;1.1;A
7054;Fage Fruyo Yogurt Intero Cocco GR;;Milk and dairy products;Milk and yogurt;-3.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,it:fage;https://images.openfoodfacts.org/images/products/520/105/403/6440/front_en.20.400.jpg;;1036.4;0.096;;8.4;7.6;1.3;0.0039586;2.42;0.036;1.2;A
7055;Yogurt colato magro con pezzi di pesca;;unknown;unknown;-1.0;it:yogurt-greco-alla-pesca;;0.0;467.2;9.6e-05;;8.4;7.6;0.0;0.001749;2.22;0.032;0.0;A
7056;Fage Fruyo 0% Con Vaniglia Naturale;;Milk and dairy products;Milk and yogurt;-4.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:vanilla-yogurt;https://images.openfoodfacts.org/images/products/520/105/403/6631/front_it.12.400.jpg;0.0;279.0;0.098;;8.5;7.1;0.0;0.001619;1.22;0.036;0.0;A
7057;Fage total;;unknown;unknown;-1.0;it:lattiero-caseario;https://images.openfoodfacts.org/images/products/520/105/408/2010/front.7.400.jpg;0.0;473.6;0.121;;9.0;3.8;5.0;0.002515;11.04;0.04;3.6;A
7058;Olives Kalamata entières;Grèce;Salty snacks;Salty and fatty products;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:black-olives;https://images.openfoodfacts.org/images/products/521/004/501/4428/front_fr.5.400.jpg;0.0;85.0;0.0333;;2.33;1.67;23.3;0.0006;1.0;1.35;1.33;D
7059;Miel Grec au Piment;;Sugary snacks;Sweets;11.0;en:spreads,en:breakfasts,en:bee-products,en:sweet-spreads,en:sweeteners,en:honey-based-preparations;https://images.openfoodfacts.org/images/products/521/400/007/5097/front_fr.3.400.jpg;0.0;633.7;0.0115;;0.0;79.3;0.0;0.000414;0.0;0.00064192;0.0;D
7060;Assaisonnement du thym libanais;Liban;unknown;unknown;-1.0;en:groceries,en:condiments,en:seasonings;https://images.openfoodfacts.org/images/products/528/301/270/0945/front_fr.11.400.jpg;1.0;1288.2;0.061;;12.5;0.0;37.5;0.002;1.0;0.084;0.0;A
7061;Zaa'tar;;unknown;unknown;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:spices,en:spice-mix;https://images.openfoodfacts.org/images/products/528/301/273/1581/front_fr.28.400.jpg;1.0;1406.4;0.061;;12.5;25.0;37.5;0.002;1.0;1.04;0.0;C
7062;Sorbet mangue passion;;unknown;unknown;11.0;;https://images.openfoodfacts.org/images/products/533/665/693/5935/front_en.4.400.jpg;0.0;412.5;0.031;;0.3;22.6;0.2;0.00111;0.0;0.0024;0.04;D
7063;Lemon  ice tea;;Beverages;Teas and herbal teas and coffees;5.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:dried-products,en:artificially-sweetened-beverages,en:instant-beverages,en:tea-based-beverages,en:iced-teas,fr:powder-for-lemon-ice-teas;https://images.openfoodfacts.org/images/products/535/210/104/0993/front_fr.5.400.jpg;3.0;56.8;0.007;;0.0;4.0;0.0;1.0000000000000002e-06;0.0;0.0;0.0;C
7064;Tapufin! goût Fraise;;unknown;unknown;14.0;;https://images.openfoodfacts.org/images/products/539/153/086/0321/front_fr.3.400.jpg;;1383.0;0.601;;15.5;18.2;21.6;0.009127;10.64;0.36;13.6;D
7065;Tapufin barre tendre au lait;France;Milk and dairy products;Cheese;18.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-cheeses;https://images.openfoodfacts.org/images/products/539/153/086/0338/front_fr.3.400.jpg;0.0;951.8;0.644;;16.1;17.8;20.0;0.009741;10.64;0.0;12.2;D
7066;Lait demi écreme 1L;;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:cow-milks;https://images.openfoodfacts.org/images/products/540/010/100/2883/front_fr.33.400.jpg;0.0;160.4;0.12;;3.5;4.8;1.6;0.000361;0.5;0.052;1.0;A
7067;Lait demi-écrémé;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:organic-semi-skimmed-milks;https://images.openfoodfacts.org/images/products/540/010/102/7268/front_fr.4.400.jpg;0.0;192.0;0.12;;3.2;4.8;1.5;1.0000000000000002e-06;0.0;0.052;1.0;B
7068;Lait demi-écrémé;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/540/011/100/0824/front_fr.3.400.jpg;0.0;160.4;0.12;;3.5;4.8;1.5;0.000361;0.5;0.048;1.1;B
7069;Lait entier;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:milks,en:homogenized-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/540/011/100/0855/front_fr.13.400.jpg;;188.0;0.12;;3.4;4.7;3.6;0.0004209999999999;0.5;0.048;2.6;B
7070;Lait demi-écrémé  kids;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/540/011/100/0985/front_fr.22.400.jpg;0.0;160.4;0.12;;3.5;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.1;B
7071;Soja Nature;;Beverages;Plant-based milk substitutes;-1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:sweetened-beverages;https://images.openfoodfacts.org/images/products/540/011/200/0229/front_fr.18.400.jpg;1.0;137.8;0.12;;3.0;2.5;1.7;0.000865;0.7;0.06;0.3;A
7072;Lait 1/2 écrémé;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:semi-skimmed-milks;https://images.openfoodfacts.org/images/products/540/011/217/6207/front_fr.3.400.jpg;0.0;151.42000000000002;0.12;;2.9;4.8;1.5;0.000141;0.0;0.04;1.0;B
7073;Mont calm;;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mineral-waters;https://images.openfoodfacts.org/images/products/540/011/301/7486/front_fr.3.400.jpg;;0.0;0.0002;;0.0;0.0;0.0;0.1132900999999999;0.0;0.000149;0.0;B
7074;Lait amande;;Beverages;Plant-based milk substitutes;0.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:nut-milks,en:almond-milks;https://images.openfoodfacts.org/images/products/540/011/360/3085/front_fr.85.400.jpg;3.0;98.6;0.12;7.5e-07;0.3;3.0;2.2;0.000185;0.4;0.048;0.19;B
7075;OAT;;Beverages;Plant-based milk substitutes;1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:cereal-milks,en:oat-milks;https://images.openfoodfacts.org/images/products/540/011/539/9276/front_fr.13.400.jpg;0.0;212.0;0.12;;0.4;5.9;1.4;0.000227;0.3;0.048;0.3;B
7076;Soja goût Vanille;;Beverages;Plant-based milk substitutes;0.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:legume-milks,en:soy-milks,en:vanilla-soy-milks;https://images.openfoodfacts.org/images/products/540/011/901/8869/front_fr.26.400.jpg;2.0;169.4;0.12;7.5e-07;3.0;6.8;1.8;0.000657;0.5;0.056;0.3;B
7077;Bio lait demi-écrémé;Belgique;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:organic-semi-skimmed-milks;https://images.openfoodfacts.org/images/products/540/014/121/9746/front_fr.48.400.jpg;0.0;160.6;0.12;;3.5;4.8;1.6;1.0000000000000002e-06;0.0;0.052;1.0;A
7078;Melk Halfvol - Lait Demi-Écrémé;Belgique;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:cow-milks;https://images.openfoodfacts.org/images/products/540/014/140/4630/front_fr.36.400.jpg;0.0;158.2;0.12;;3.4;4.8;1.6;1.0000000000000002e-06;0.0;0.044;1.0;A
7079;Lait entier;;Milk and dairy products;Milk and yogurt;3.0;en:dairies,en:milks,en:whole-milks;https://images.openfoodfacts.org/images/products/540/024/701/0667/front_fr.6.400.jpg;;160.0;0.12;;3.2;4.7;3.6;0.000297;0.78;0.052;3.6;C
7080;Emmental;;Milk and dairy products;Cheese;13.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:cow-cheeses,en:emmentaler,en:pasteurized-cheeses,en:grated-cheese,en:grated-emmentaler;https://images.openfoodfacts.org/images/products/540/024/701/9660/front_fr.4.400.jpg;1.0;1257.2;0.901;;29.0;0.0;30.0;0.002973;8.218;0.4;16.0;D
7081;Lait demi écrémé;Belgium;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks;https://images.openfoodfacts.org/images/products/540/060/106/3865/front_fr.23.400.jpg;0.0;154.2;0.12;;3.2;4.9;1.5;1.0000000000000002e-06;0.0;0.048;1.0;B
7082;Halfvolle melk;België;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,en:cow-milks;https://images.openfoodfacts.org/images/products/540/060/120/0260/front_nl.36.400.jpg;0.0;160.4;0.00012;;3.5;4.8;1.6;1.0000000000000002e-06;0.0;0.04;1.0;A
7083;Milk whole delhaize;Belgique;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:milks,en:whole-milks;https://images.openfoodfacts.org/images/products/540/060/120/0277/front_fr.36.400.jpg;0.0;271.0;0.12;;3.4;4.7;36.0;0.000737;0.0;0.04;2.3;B
7084;Natural yoghurt;;unknown;unknown;-2.0;en:desserts;https://images.openfoodfacts.org/images/products/540/060/135/1979/front_fr.18.400.jpg;0.0;146.0;0.12;;3.8;4.4;0.8;0.0012638;0.0;0.052;0.5;A
7085;Spirulina;Mongolie,Hainan;unknown;unknown;16.0;en:dietary-supplements,en:spirulina;https://images.openfoodfacts.org/images/products/540/070/661/3248/front_fr.9.400.jpg;0.0;1124.0;0.12;;70.0;0.0;7.14;0.03;3.8;1.116;2.64;D
7086;Cacao Raw Powder;Pérou;unknown;unknown;0.0;en:breakfasts,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:cocoa-powders,fr:chocolats-en-poudre-cru;https://images.openfoodfacts.org/images/products/540/070/661/3286/front_fr.41.400.jpg;0.0;746.0;0.175;;27.2;1.0;11.0;0.028;31.7;0.033;6.8;B
7087;Super Food Hulled Hemp Raw Seeds;Hennepzaad uit Europa of China;unknown;unknown;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,nl:hennepzaden;;0.0;2502.0;0.065;;32.0;2.7;51.5;0.011;5.0;0.28;4.0;C
7088;Super Mix Breakfast;;unknown;unknown;5.0;;https://images.openfoodfacts.org/images/products/540/070/661/3446/front_fr.52.400.jpg;0.0;776.0;0.11765;;31.3;15.0;11.6;0.01854;29.0;0.172;3.75;C
7089;Mélange Détox Totale Bio - 250 G - Purasana;;unknown;unknown;-2.0;en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders;https://images.openfoodfacts.org/images/products/540/070/661/3477/front_fr.8.400.jpg;0.0;526.0;0.245;;29.9;9.9;5.4;0.03124;34.5;0.12;2.63;A
7090;Lait;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:milks;https://images.openfoodfacts.org/images/products/54025059/front_fr.3.400.jpg;0.0;268.0;0.12;;3.3;4.7;3.6;0.000741;0.0;0.04;2.1;B
7091;Soya Dessert, Vanille;;Sugary snacks;Sweets;2.0;en:desserts,en:non-dairy-desserts,en:soy-desserts,en:flavoured-soy-dessert,en:vanilla-soy-desserts;https://images.openfoodfacts.org/images/products/54051140/front_de.28.400.jpg;4.0;356.0;0.12;7.5e-07;3.2;10.7;1.8;0.0013809999999999;0.5;0.056;0.3;B
7092;Frappé - Café glacé;;Beverages;Teas and herbal teas and coffees;8.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:coffees,en:instant-beverages,en:instant-coffees,en:coffee-drinks,en:iced-coffees,en:sweetened-beverages,fr:preparations-instantanees-pour-boissons,fr:preparations-instantanees-pour-boissons-au-cafe;https://images.openfoodfacts.org/images/products/541/000/100/1442/front_fr.17.400.jpg;0.0;410.62;0.0;;2.4;89.4;0.1;0.008053;3.7;0.16;0.1;C
7093;P'tite Céréale biscuité;;unknown;unknown;6.0;en:baby-foods,en:cereals-for-babies,en:from-6-months;https://images.openfoodfacts.org/images/products/541/000/102/3666/front_fr.21.400.jpg;0.0;1332.6;0.28;8e-06;11.0;24.6;4.0;0.008;3.5;0.06;2.3;C
7094;Spa Reine;Belgique;Beverages;Waters and flavored waters;1.0;en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:natural-mineral-waters,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/541/001/310/2502/front_en.3.400.jpg;0.0;0.0;0.0045;;0.0;0.0;0.0;0.012834;0.0;0.0;0.0;B
7095;Eau minerale;Mineraalwater uit Bron Reine - Spa - België;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:natural-mineral-waters;https://images.openfoodfacts.org/images/products/541/001/310/7279/front_nl.16.400.jpg;0.0;0.0;0.5;;0.0;0.0;0.0;0.012834;0.0;0.0;0.0;B
7096;Lipton Original Sparkling ICE TEA;;Beverages;Artificially sweetened beverages;8.0;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:carbonated-drinks,en:teas,en:artificially-sweetened-beverages,en:sodas,en:tea-based-beverages,en:iced-teas,en:sweetened-beverages;https://images.openfoodfacts.org/images/products/541/003/382/0707/front_en.6.400.jpg;5.0;140.0;0.0;;0.2;4.4;0.2;1.7e-05;0.06;0.0144;0.2;C
7097;heudebert;;unknown;unknown;-3.0;;https://images.openfoodfacts.org/images/products/541/004/114/5601/front_fr.4.400.jpg;;694.6;0.248;;12.0;5.0;6.1;0.002969;3.6;0.012;2.7;A
7098;Choco As;;Sugary snacks;Biscuits and cakes;18.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits;;4.0;1392.0;0.27;;6.4;34.0;13.0;0.0012809999999999;3.7;0.252;7.6;D
7099;Prince Start Choco;;Sugary snacks;Biscuits and cakes;16.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:filled-biscuits;https://images.openfoodfacts.org/images/products/541/004/117/6704/front_fr.23.400.jpg;6.0;1565.2;0.2;;7.8;29.0;17.0;0.0072;6.0;0.24;8.6;D
7100;Soja figues;aucun indiqué;Sugary snacks;Biscuits and cakes;7.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:dry-biscuits;https://images.openfoodfacts.org/images/products/541/006/300/1244/front_fr.27.400.jpg;;1485.4;0.232;;11.0;21.0;15.0;0.003325;9.8;0.25;1.7;C
7101;MODIFAST. Protein  Shape;;Sugary snacks;Biscuits and cakes;11.0;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:meals,en:bars,en:chocolate-candies,en:meal-replacements,en:chocolate-bars,fr:barres-de-regime;https://images.openfoodfacts.org/images/products/541/006/300/3088/front_fr.7.400.jpg;2.0;1131.6;0.18;;22.0;36.0;13.0;0.0076009999999999;6.5;0.8;8.6000003814697;D
7102;Biscuit Moelleux;;unknown;unknown;7.0;;https://images.openfoodfacts.org/images/products/541/006/302/1273/front_fr.3.400.jpg;3.0;1234.9;0.152;;7.1;31.0;14.0;0.002175;4.6;0.152;3.4;C
7103;Mon repas saveur Vanille Caramel;;unknown;unknown;0.0;fr:subtituts-de-repas;https://images.openfoodfacts.org/images/products/541/006/302/4137/front_fr.7.400.jpg;4.0;431.0;0.117;1.3e-06;6.4;8.4;3.2;0.0023;2.68;0.096;0.3;B
7104;Shake choco;;Composite foods;One-dish meals;6.0;en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:meal-replacements;https://images.openfoodfacts.org/images/products/541/006/303/0640/front_fr.27.400.jpg;3.0;1226.0;0.198;6.1e-06;13.0;44.0;13.0;0.029;14.0;0.396;3.3;C
7105;Gerlinéa Mon Repas Shake Minceur Complet Saveur Vanille;;Composite foods;One-dish meals;5.0;en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:meal-replacements;https://images.openfoodfacts.org/images/products/541/006/303/0657/front_fr.14.400.jpg;4.0;1226.0;0.189;6.3e-06;12.0;42.0;12.0;0.024;18.0;0.4;2.1;C
7106;Céréal Biscuits Germes De Blé;;Sugary snacks;Biscuits and cakes;7.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/541/006/321/2848/front_fr.18.400.jpg;1.0;1856.0;0.332;;9.4;23.0;14.0;0.0047;7.0;0.12;1.2;C
7107;Danone Vitalinea Fruit;;Milk and dairy products;Milk and yogurt;-2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:stirred-yogurts,en:fruit-stirred-yogurts;https://images.openfoodfacts.org/images/products/541/014/640/5709/front_fr.20.400.jpg;13.0;715.4;0.15;7.5e-07;4.0999999046326;6.0;0.10000000149012;0.003741;0.4;0.080000001192092;0.10000000149012;A
7108;Fruit entier (budget pack);;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:whole-milk-yogurts;https://images.openfoodfacts.org/images/products/541/014/640/7154/front_fr.5.400.jpg;7.0;376.0;0.116;;3.4;12.3;2.8;0.003601;0.0;0.06;1.8;B
