;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
6969;Graine de chia;;Cereals and potatoes;Cereals;-2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:chia;https://images.openfoodfacts.org/images/products/501/688/700/4340/front_fr.58.400.jpg;0.0;1796.0;0.332;;24.0;0.4;30.0;0.012;29.2;0.0;3.2;A
6970;Wiseman Whole Milk;;Milk and dairy products;Milk and yogurt;2.0;en:dairies,en:milks,en:whole-milks;https://images.openfoodfacts.org/images/products/501/760/001/2178/front_en.13.400.jpg;;218.0;0.12;;3.2;4.7;3.6;0.0004209999999999;0.0;0.04;2.3;B
6971;Scottish Cheddar (34% MG);;Milk and dairy products;Cheese;17.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:pasteurized-cheeses,en:cheddar-cheese;https://images.openfoodfacts.org/images/products/501/783/800/1081/front_fr.9.400.jpg;1.0;1700.0;0.74;;25.0;0.1;34.4;1.0000000000000002e-06;0.0;0.7112;21.7;D
6972;Mclellands Seriously Strong Cheddar White 350G;United Kingdom;Milk and dairy products;Cheese;17.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:mature-cheddar;https://images.openfoodfacts.org/images/products/501/783/881/5183/front_en.10.400.jpg;;1718.4;0.739;;25.0;0.1;35.0;0.002973;0.1;0.72;22.0;D
6973;Extra Mature Cheddar;;Milk and dairy products;Cheese;17.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:extra-mature-cheddar;https://images.openfoodfacts.org/images/products/501/892/905/0919/front_en.14.400.jpg;0.0;1701.8;0.739;;25.4;0.1;34.9;1.0000000000000002e-06;0.0;0.72;21.7;D
6974;Tŷ Nant;;Beverages;Waters and flavored waters;0.0;en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:natural-mineral-waters;https://images.openfoodfacts.org/images/products/501/992/800/4026/front_fr.7.400.jpg;0.0;0.0;0.0225;;0.0;0.0;0.0;2e-06;0.0;0.04;0.0;B
6975;Yaourt greque;UK;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-style-yogurts,en:low-fat-yogurts;https://images.openfoodfacts.org/images/products/502/163/810/0714/front_en.13.400.jpg;0.0;210.2;0.219;;6.1;8.7;0.1;0.0037426;0.04;0.08;0.1;B
6976;eatlean ratllat;;Milk and dairy products;Cheese;6.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses;;0.0;676.8;97.2;;36.0;0.1;3.0;0.008159;20.9;0.8;1.3;C
6977;Cheese shaker smoked;en:Angleterre;Milk and dairy products;Cheese;11.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;https://images.openfoodfacts.org/images/products/502/848/210/1768/front_en.12.400.jpg;0.0;1350.0;1.78;;66.0;0.5;5.4;0.020741;2.38;1.48;2.3;D
6978;Lebanese Style Falafel;Reino Unido,fr:Bristol;Fruits and vegetables;Vegetables;-7.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:meals,en:vegetables-based-foods,en:dried-products,en:dried-products-to-be-rehydrated,en:mixed-vegetables,en:plant-based-meals,en:vegetarian-balls,en:falafel-mixes,en:falafels;https://images.openfoodfacts.org/images/products/503/444/411/3106/front_en.45.400.jpg;1.0;1291.8;0.25;;16.8;8.2;2.6;0.009;7.5;1.52;0.1;A
6979;Coconut Water;Thaïlande;Beverages;Sweetened beverages;10.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters;https://images.openfoodfacts.org/images/products/503/513/920/7254/front_fr.6.400.jpg;0.0;130.0;0.00769;;0.6;6.1;0.29;4e-05;0.4;0.077216;0.16;C
6980;Family Farm Natural;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:plain-yogurts;https://images.openfoodfacts.org/images/products/503/658/920/0529/front_en.23.400.jpg;0.0;246.6;0.163;;5.1;5.6;4.5;0.0004509999999999;0.0;0.052;2.9;B
6981;yeo valley milk;;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:milks,en:semi-skimmed-milks,en:pasteurised-milks,en:organic-semi-skimmed-milks;https://images.openfoodfacts.org/images/products/503/658/920/1618/front_fr.16.400.jpg;0.0;201.0;0.124;;3.6;4.8;1.8;1.0000000000000002e-06;0.0;0.04;1.1;B
6982;Greek style Honey;;Milk and dairy products;Milk and yogurt;6.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:cow-milk-yogurts,en:greek-style-yogurts,en:honey-yogurts;https://images.openfoodfacts.org/images/products/503/658/920/3896/front_en.4.400.jpg;0.0;459.6;0.133;;4.1;13.7;7.8;0.000231;0.42;0.052;4.8;C
6983;Kefir mango and passion fruit;;Beverages;Sweetened beverages;2.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:kefir;https://images.openfoodfacts.org/images/products/503/658/925/2597/front_en.16.400.jpg;0.0;176.6;0.164;;4.0;9.7;20.0;0.001527;1.6;0.0;1.3;B
6984;Coconut water;;Beverages;Fruit juices;-6.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:squeezed-juices,en:coconut-waters,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/503/886/213/8161/front_fr.57.400.jpg;0.0;60.0;0.0;;0.0;2.2;0.0;1.0000000000000002e-06;0.0;0.028;0.0;A
6985;Frosties ;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes;https://images.openfoodfacts.org/images/products/505/008/312/2712/front_fr.3.400.jpg;0.0;1594.0;0.456;4.2e-06;4.5;37.0;0.6;0.008;2.0;0.352;0.1;D
6986;Rice crispies multigrain shapes;;Cereals and potatoes;Breakfast cereals;-2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals;https://images.openfoodfacts.org/images/products/505/008/319/7840/front_en.34.400.jpg;3.0;1618.0;0.456;8.4e-06;7.5;15.0;3.1;0.008;7.5;0.072;0.6;A
6987;Coco pops chocos;;Cereals and potatoes;Breakfast cereals;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/505/008/329/3788/front_fr.35.400.jpg;0.0;1282.4;0.264;4.2e-06;9.0;29.0;2.5;0.008;5.0;0.311999988555908;1.0;C
6988;Kellogg's Chocos;;Cereals and potatoes;Breakfast cereals;7.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/008/331/5398/front_fr.17.400.jpg;0.0;1594.0;0.264;8.3e-06;9.0;27.0;2.5;0.008;5.0;0.312;0.9;C
6989;Céréales Coco Pops;;Cereals and potatoes;Breakfast cereals;3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:chocolate-cereals,en:puffed-cereals;https://images.openfoodfacts.org/images/products/505/008/339/2801/front_fr.31.400.jpg;0.0;1621.0;0.456;8.4e-06;6.3;17.0;1.9;0.008;3.0;0.26;0.9;C
6990;Céréales Smacks;;Cereals and potatoes;Breakfast cereals;6.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-wheat,en:cereals-with-caramel;https://images.openfoodfacts.org/images/products/505/008/348/3905/front_fr.14.400.jpg;0.0;1597.0;0.08;8.3e-06;7.1;34.0;1.6;0.008;5.0;0.008;0.3;C
6991;Smacks;;Cereals and potatoes;Breakfast cereals;9.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-wheat,en:cereals-with-caramel;https://images.openfoodfacts.org/images/products/505/008/349/9555/front_fr.21.400.jpg;0.0;703.5;0.264;4.2e-06;6.0;41.0;1.5;0.008;4.0;0.04;0.4;C
6992;Coco Pops (maxi format);;Cereals and potatoes;Breakfast cereals;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/505/008/349/9586/front_fr.3.400.jpg;0.0;498.6;0.45;4.2e-06;5.0;35.0;2.5;0.008;2.0;0.3;1.0;D
6993;Frosties;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/008/349/9616/front_fr.41.400.jpg;0.0;1594.0;0.456;4.2e-06;4.5;37.0;0.6;0.008;2.0;0.32;0.1;D
6994;Coco Pops Crock'n Roll;;Cereals and potatoes;Breakfast cereals;10.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/008/350/7052/front_fr.3.400.jpg;2.0;1319.4;0.264;1.7e-06;8.0;29.0;4.5;0.008;7.0;0.32512;2.5;C
6995;Céréales Coco Pops Chocos;;Cereals and potatoes;Breakfast cereals;7.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/505/008/356/0149/front_fr.32.400.jpg;0.0;1594.0;0.264;8.3e-06;9.0;27.0;2.5;0.008;5.0;0.312;0.9;C
6996;Frosties;;unknown;unknown;10.0;;https://images.openfoodfacts.org/images/products/505/008/356/0200/front_fr.10.400.jpg;;1594.0;0.456;4.2e-06;4.5;37.0;0.6;0.008;2.0;0.332;0.1;C
6997;kellogg's Nutri-Grain aux céréales complètes;;Sugary snacks;Biscuits and cakes;8.0;en:snacks,en:sweet-snacks,en:breakfasts,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/505/008/377/9428/front_fr.3.400.jpg;6.0;1797.0;0.312;;8.0;18.0;15.0;0.0055;13.0;0.19304;4.0;C
6998;Coco Pops Croco Copters;;Cereals and potatoes;Breakfast cereals;10.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/008/390/8040/front_fr.6.400.jpg;2.0;1651.0;0.264;4.2e-06;8.0;29.0;4.5;0.008;7.0;0.32;2.5;C
6999;Miel Pops;;Cereals and potatoes;Breakfast cereals;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-honey;https://images.openfoodfacts.org/images/products/505/382/710/1066/front_fr.29.400.jpg;1.0;1288.6;0.264;4.2e-06;5.4;27.0;1.1;0.008;4.0;0.332;0.2;C
7000;Céréales Smacks;;Cereals and potatoes;Breakfast cereals;6.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-wheat,en:cereals-with-caramel;https://images.openfoodfacts.org/images/products/505/382/710/1424/front_en.234.400.jpg;0.0;1597.0;8e-05;8.3e-09;7.1;34.0;1.6;8e-06;5.0;0.008;0.3;C
7001;Coco pops - Riz soufflé chocolat;;Cereals and potatoes;Breakfast cereals;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:chocolate-cereals,en:puffed-rice;https://images.openfoodfacts.org/images/products/505/382/710/1493/front_fr.6.400.jpg;1.0;498.6;0.456;4.2e-06;5.0;35.0;2.5;0.008;2.0;0.3;1.0;D
7002;Miel pops cracks;;Cereals and potatoes;Breakfast cereals;9.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-honey;https://images.openfoodfacts.org/images/products/505/382/710/1714/front_fr.31.400.jpg;3.0;1300.4;0.456;4.2e-06;9.0;29.0;3.5;0.008;7.0;0.4;0.7;C
7003;FROSTIES;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes;https://images.openfoodfacts.org/images/products/505/382/710/4081/front_fr.89.400.jpg;0.0;1594.0;0.456;8.4e-06;4.5;37.0;0.6;0.008;2.0;0.332;0.1;D
7004;Kellogg's Froot Loops;;Cereals and potatoes;Breakfast cereals;10.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/382/711/0679/front_en.94.400.jpg;1.0;1630.0;0.264;;8.3;25.0;3.0;0.008;4.3;0.452;0.9;C
7005;Céréales Frosties;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes;https://images.openfoodfacts.org/images/products/505/382/711/1027/front_fr.87.400.jpg;0.0;1594.0;0.456;4.2e-06;4.5;37.0;0.6;0.008;2.0;0.332;0.1;D
7006;Coco pops;;Cereals and potatoes;Breakfast cereals;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:chocolate-cereals,en:puffed-rice;https://images.openfoodfacts.org/images/products/505/382/711/1058/front_fr.25.400.jpg;0.0;498.6;0.456;4.2e-06;5.5;35.0;2.5;0.008;2.0;0.3;1.0;D
7007;Disney Frozen;;Cereals and potatoes;Breakfast cereals;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:licensed-products,fr:cereales-a-la-vanille;https://images.openfoodfacts.org/images/products/505/382/713/8802/front_fr.8.400.jpg;2.0;895.3799999999999;0.008;4.2e-06;8.0;21.0;2.5;0.456;8.0;0.156;0.5;B
7008;Kellogg's Cereales Star Wars;;Cereals and potatoes;Breakfast cereals;4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/505/382/715/5311/front_fr.14.400.jpg;0.0;189.9;0.08;;2.7;8.7;0.8;0.0024;1.5;0.092;0.3;C
7009;Star Wars;;Cereals and potatoes;Breakfast cereals;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/505/382/715/5946/front_fr.13.400.jpg;0.0;1612.0;0.264;4.2e-06;9.0;29.0;2.5;0.008;5.0;0.312;1.0;C
7010;Disney Kitchen - Céréales Ies indestructibles 2;;Cereals and potatoes;Breakfast cereals;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:cereals-with-honey,en:licensed-products;https://images.openfoodfacts.org/images/products/505/382/716/7871/front_fr.54.400.jpg;3.0;895.3799999999999;0.456;4.2e-06;8.0;21.0;2.5;0.008;8.0;0.152;0.5;B
7011;Disney Vaiana;;Cereals and potatoes;Breakfast cereals;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:licensed-products;https://images.openfoodfacts.org/images/products/505/382/716/8502/front_fr.7.400.jpg;2.0;895.3799999999999;0.456;;8.0;21.0;2.5;0.096501;8.0;0.152;0.5;B
7012;Coco Pops;;Cereals and potatoes;Breakfast cereals;11.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/505/382/718/0221/front_fr.4.400.jpg;1.0;1635.0;0.264;4.2e-06;6.0;29.0;3.0;0.008;3.5;0.292;1.5;D
7013;Céréales Coco Pop's Jumbos;;unknown;unknown;9.0;en:aliments-d-origine-vegetale,en:aliments-et-boissons-a-base-de-vegetaux,en:cereales-au-chocolat,en:cereales-et-derives,en:cereales-et-pommes-de-terre,en:cereales-pour-petit-dejeuner,en:cereales-soufflees,en:grains-soufflees,en:petit-dejeuners;https://images.openfoodfacts.org/images/products/505/382/720/3937/front_fr.24.400.jpg;1.0;1632.0;0.264;8.3e-06;6.1;26.0;2.8;0.008;3.8;0.292;1.5;C
7014;Lucozade Sport Fit Water;;unknown;unknown;1.0;en:beverages,en:non-alcoholic-beverages;https://images.openfoodfacts.org/images/products/505/426/700/5105/front_en.8.400.jpg;;0.0;0.02;;0.0;0.0;0.0;0.003594;0.0;0.022;0.0;B
7015;Long Life Almond Unsweetened;;Beverages;Plant-based milk substitutes;1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:nut-milks,en:almond-milks;https://images.openfoodfacts.org/images/products/505/478/198/2562/front_en.21.400.jpg;4.0;74.0;0.122;;1.6;0.5;3.0;0.000567;0.5;0.0590551181102364;1.6;B
7016;5 Zero Electrolyte Sports Drink Citrus Flavour;;Beverages;Artificially sweetened beverages;4.0;en:beverages,en:artificially-sweetened-beverages,en:dietary-supplements;https://images.openfoodfacts.org/images/products/50551866/front_fr.34.400.jpg;6.0;13.6;0.009;;0.0;0.0;0.0;0.003981;0.0;0.39;0.0;C
7017;Carb crusher;;unknown;unknown;10.0;en:dietary-supplements,en:bodybuilding-supplements,en:protein-bars;https://images.openfoodfacts.org/images/products/505/618/573/8899/front_fr.13.400.jpg;;1079.6;0.212;8.25e-06;35.0;2.5;13.0;0.0165;19.0;0.4;7.2;C
7018;Chocolush!;United Kingdom,Belgium;Milk and dairy products;Milk and yogurt;0.0;en:beverages,en:dairies,en:dairy-drinks,en:flavoured-milks,en:milkshakes;https://images.openfoodfacts.org/images/products/506/004/830/9003/front_en.22.400.jpg;2.0;310.0;0.123;;3.5;8.4;2.1;0.0038637999999999;2.16;0.08;1.5;B
7019;Vanillalicious!;;unknown;unknown;0.0;en:dairies,en:spreads,en:spreadable-fats,en:milkfat;https://images.openfoodfacts.org/images/products/506/004/830/9126/front_fr.12.400.jpg;3.0;154.2;0.12;;3.4;7.5;1.6;0.000609;1.6800000000000002;0.06;1.5;B
7020;Cawston Press Apple & Elderflower Juice;;Beverages;Unsweetened beverages;13.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;;0.0;454.2;0.0;;0.42;9.58;0.0;0.0;0.0;0.0;0.0;D
7021;Actimel Strawberry;;Beverages;Sweetened beverages;1.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts;https://images.openfoodfacts.org/images/products/506/005/833/0868/front_en.25.400.jpg;2.0;323.0;0.12;0.00075;2.8;12.0;1.5;0.0004209999999999;0.0;0.04;1.0;B
7022;Actimel 0%;;Beverages;Artificially sweetened beverages;-1.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:yogurts,en:drinkable-yogurts;https://images.openfoodfacts.org/images/products/506/005/833/3166/front_fr.4.400.jpg;3.0;98.0;0.12;7.5e-07;2.7;3.0;0.1;0.001261;0.2;0.04;0.0;A
7023;Danio Cherry;United Kingdom;Milk and dairy products;Milk and yogurt;-1.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:yoghurts-high-in-protein-on-a-fruit-layer;https://images.openfoodfacts.org/images/products/506/005/833/9359/front_en.3.400.jpg;3.0;349.0;0.111;;7.9;11.4;0.2;0.006061;0.2;0.03048;0.1;A
7024;Danio Raspberry;United Kingdom;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:yoghurts-high-in-protein-on-a-fruit-layer;https://images.openfoodfacts.org/images/products/506/005/833/9373/front_en.8.400.jpg;3.0;407.0;0.109;;7.5;10.0;2.4;0.000959;0.5;0.04064;1.5;B
7025;Danio Blueberry;United Kingdom;Milk and dairy products;Milk and yogurt;0.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:yoghurts-high-in-protein-on-a-fruit-layer;https://images.openfoodfacts.org/images/products/506/005/833/9397/front_en.10.400.jpg;3.0;420.0;0.106;;7.4;11.4;2.4;0.0015769999999999;0.6;0.0508;1.5;B
7026;Good Hemp;;Beverages;Plant-based milk substitutes;0.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:hemp-milks,en:unsweetened-beverages;https://images.openfoodfacts.org/images/products/506/007/610/0658/front_en.3.400.jpg;1.0;65.2;0.118;1e-06;0.5;1.6;1.8;0.0003309999999999;0.5;0.008;0.2;B
7027;Kids Mini Soft Energy Balls Fraise;;Fruits and vegetables;Dried fruits;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits;https://images.openfoodfacts.org/images/products/506/008/794/2339/front_fr.7.400.jpg;;1604.0;0.85;;9.5;41.0;16.1;0.002367;9.4;0.028;2.2;B
7028;Original Coconut;;Beverages;Plant-based milk substitutes;1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:coconut-milks;https://images.openfoodfacts.org/images/products/506/010/060/0215/front_en.42.400.jpg;3.0;117.0;0.12;7.5e-07;0.3;2.1;1.9;0.000157;0.5;0.04;1.7;B
7029;Koko;;Beverages;Plant-based milk substitutes;1.0;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:milk-substitute,en:plant-milks;https://images.openfoodfacts.org/images/products/506/010/060/0246/front_fr.8.400.jpg;1.0;78.6;0.12;;0.20000000298023;1.6000000238419;2.0;0.000133;0.1;0.040000000596048;1.8999999761581;B
7030;Koko Dairy Free;;Milk and dairy products;Milk and yogurt;1.0;en:dairies,en:milks;https://images.openfoodfacts.org/images/products/506/010/060/1052/front_fr.25.400.jpg;;106.0;0.12;;0.2;1.6;2.0;0.000133;0.1;0.04;1.9;B
7031;Koko Dairy Free;;unknown;unknown;7.0;;https://images.openfoodfacts.org/images/products/506/010/060/1519/front_fr.17.400.jpg;2.0;589.6;0.16;;0.60000002384186;4.3000001907349;4.9000000953674;0.000339;0.2;0.160000002384184;4.1999998092651;C
7032;Smooth almond butter;;unknown;unknown;4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:nuts-and-their-products,en:plant-based-spreads,en:oilseed-purees,en:nut-butters,en:almond-butters;https://images.openfoodfacts.org/images/products/506/013/228/1796/front_en.10.400.jpg;0.0;2684.0;0.3;;25.4;4.0;55.8;0.003434;8.32;0.0096;4.4;C
7033;Chokolade MøRK 70% Cornish Sea Salt Ø - 85 GR - Naturesource;;Sugary snacks;Chocolate products;20.0;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates,en:salted-chocolates,en:salted-dark-chocolates;https://images.openfoodfacts.org/images/products/506/013/714/0166/front_fr.11.400.jpg;;1977.02;0.048;;8.0;30.8;42.8;0.00643;9.5;0.224;25.9;E
7034;;;Cereals and potatoes;Bread;1.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;https://images.openfoodfacts.org/images/products/506/019/590/1310/front_en.3.400.jpg;;1077.0;1.89e-07;;2.2;2.7;5.8;3.5e-09;9.1;0.376;0.4;B
7035;Powered-Up Farmhouse Brown Loaf;United Kingdom;Cereals and potatoes;Bread;1.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;https://images.openfoodfacts.org/images/products/506/019/590/7145/front_en.15.400.jpg;3.0;343.8;0.135;;2.08;1.11;6.25;0.0011204007;7.78;0.36;0.694;B
7036;Organic Maca Powder;Peru;unknown;unknown;12.0;en:dietary-supplements;https://images.openfoodfacts.org/images/products/506/023/848/0369/front_fr.11.400.jpg;0.0;1380.0;0.00035;;10.0;38.0;0.8;1.3e-05;9.62;0.004;0.2;D
7037;Spiruline bio en poudre;;unknown;unknown;1.0;en:dietary-supplements,en:spirulina;https://images.openfoodfacts.org/images/products/506/023/848/1885/front_fr.4.400.jpg;0.0;1124.0;0.333;;67.0;0.5;0.9;0.0066;3.5;0.48;0.4;B
7038;Gold Standard 100% Whey Double Rich Chocolate Flavour;;unknown;unknown;2.0;en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders;https://images.openfoodfacts.org/images/products/506/024/560/0507/front_en.13.400.jpg;4.0;1214.0;0.000463;;78.5;3.9;3.8;0.008281;1.9;0.244;2.3;B
7039;Poudre De Moringa Bio;;Beverages;Unsweetened beverages;12.0;en:beverages;https://images.openfoodfacts.org/images/products/506/030/224/0202/front_fr.7.400.jpg;0.0;624.2;1.98;;25.0;7.9;6.0;0.045;24.0;0.068;1.7;D
7040;Bio Kefir;Royaume-Uni;Milk and dairy products;Milk and yogurt;1.0;en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir;https://images.openfoodfacts.org/images/products/506/033/722/0033/front_fr.32.400.jpg;0.0;608.0;0.28;;3.2;2.8;3.0;0.001309;0.48;0.04;2.0;B
